Flight_ID,Time_s,Nf1,Nf2,Ng1,Ng2,T451,TGT452,Q1,Q2,dalpha,dbeta,Exceedance_Flag,DGCA_Compliance
Flight_16,1958,70.02,78.05,69.46,76.68,605.47,608.61,28.42,27.92,52.3,48.63,NORMAL,COMPLIANT
Flight_16,1959,66.3,73.15,65.35,71.2,617.19,604.74,34.42,34.41,53.18,50.51,NORMAL,COMPLIANT
Flight_16,1960,63.66,70.55,62.51,66.59,648.12,634.26,38.3,38.18,51.96,48.22,NORMAL,COMPLIANT
Flight_16,1961,63.39,70.05,61.0,65.49,679.76,664.36,40.85,40.98,53.59,50.54,NORMAL,COMPLIANT
Flight_16,1962,66.88,73.09,63.92,67.76,656.15,629.19,33.71,35.23,52.23,49.15,NORMAL,COMPLIANT
Flight_16,1963,59.89,63.94,57.88,59.1,641.96,615.09,36.79,37.85,54.15,53.02,NORMAL,COMPLIANT
Flight_16,1964,64.19,67.57,58.4,60.57,678.43,644.23,35.54,34.17,55.02,55.42,NORMAL,COMPLIANT
Flight_16,1965,67.57,71.4,62.38,64.63,668.17,634.41,33.38,31.3,54.86,55.32,NORMAL,COMPLIANT
Flight_16,1966,67.0,71.23,61.56,63.55,688.04,665.81,30.67,29.18,56.02,57.16,NORMAL,COMPLIANT
Flight_16,1967,66.97,71.5,63.15,63.81,704.86,673.28,30.5,29.39,54.87,55.05,T451 CAUTION,REVIEW RECOMMENDED
Flight_16,1968,65.1,70.82,63.16,63.41,699.2,677.21,28.1,28.02,54.31,55.29,T451 CAUTION,REVIEW RECOMMENDED
Flight_16,1969,63.19,69.03,62.12,61.52,733.27,705.33,26.27,26.02,54.44,55.78,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,1970,62.92,68.16,58.96,60.43,779.02,753.74,31.58,31.8,54.15,56.01,TGT452 CAUTION; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1971,62.17,65.41,57.26,58.5,789.5,764.54,33.53,33.09,55.09,57.62,TGT452 CAUTION; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1972,58.51,62.52,54.56,57.29,789.5,780.44,28.89,28.98,56.36,59.68,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1973,62.25,64.44,58.11,60.4,789.5,795.3,28.58,29.39,57.2,61.43,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1974,62.18,62.2,57.9,59.38,789.5,795.3,27.18,28.72,56.33,60.31,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1975,61.02,61.83,56.39,58.42,789.5,795.3,28.16,29.07,55.88,59.6,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1976,66.3,66.13,59.78,62.26,789.5,795.3,26.38,26.49,55.67,58.58,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1977,66.89,67.59,59.48,63.23,789.5,795.3,27.53,28.95,54.6,56.64,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1978,64.92,64.74,57.13,60.97,789.5,795.3,28.18,29.6,55.36,57.79,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1979,70.66,69.94,62.48,63.89,789.5,795.3,23.46,24.1,53.89,55.95,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1980,71.67,74.4,63.02,66.08,789.5,795.3,24.74,25.39,54.19,56.75,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1981,67.83,71.59,60.41,62.83,789.5,795.3,28.55,29.91,53.78,55.61,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1982,74.23,77.97,65.71,68.09,789.5,795.3,29.44,30.99,57.49,60.44,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1983,73.26,78.3,65.36,67.03,789.5,787.13,25.76,26.9,55.74,57.65,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1984,73.77,80.11,67.41,67.71,772.41,769.4,26.81,27.29,56.99,59.97,TGT452 CAUTION; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1985,71.98,78.0,65.44,64.03,761.76,758.27,28.39,29.96,56.46,59.37,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,1986,73.79,80.81,67.48,66.72,783.86,783.88,33.1,35.59,55.85,59.82,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1987,71.61,79.27,64.61,64.33,785.6,795.3,35.05,37.97,53.3,55.99,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1988,74.25,82.79,65.99,65.68,789.5,795.3,35.18,37.68,51.79,53.63,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1989,69.34,77.35,62.63,61.38,789.5,795.3,32.67,36.13,51.37,53.17,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1990,68.86,75.96,63.64,62.15,789.5,795.3,33.5,37.66,53.3,57.05,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1991,63.25,70.74,58.38,58.63,789.5,795.3,34.61,38.73,53.22,56.44,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1992,60.88,71.25,57.27,58.8,789.5,795.3,32.83,35.82,51.29,53.11,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1993,62.84,73.91,58.13,60.53,789.5,795.3,33.62,37.78,54.06,57.58,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1994,59.77,70.1,55.54,56.64,789.5,795.3,36.74,40.33,55.55,59.08,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1995,61.71,71.14,56.68,60.32,789.5,795.3,37.43,40.76,55.0,57.81,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1996,62.22,71.25,56.63,60.71,789.5,795.3,34.86,38.15,54.27,56.46,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1997,64.67,70.82,58.11,63.23,789.5,795.3,34.61,38.08,54.4,56.49,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1998,65.21,72.12,59.08,64.47,789.5,795.3,37.27,39.1,55.61,58.07,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,1999,69.19,73.98,59.81,65.49,789.5,795.3,35.9,38.45,54.47,56.45,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2000,71.89,75.08,59.8,65.85,789.5,795.3,36.1,37.92,53.02,53.8,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2001,75.64,77.95,62.65,69.48,789.5,795.3,36.69,36.5,52.2,52.82,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2002,81.6,84.33,67.72,73.38,789.5,795.3,34.2,35.45,51.68,51.39,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2003,82.65,84.27,67.11,72.39,789.5,795.3,35.61,36.93,51.62,51.5,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2004,85.59,86.67,68.59,74.79,789.5,795.3,34.83,35.88,52.15,52.95,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2005,85.89,86.91,67.12,75.18,789.5,795.3,37.72,38.34,52.0,52.35,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2006,81.84,83.88,63.2,74.04,789.5,795.3,42.37,44.63,51.14,51.46,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2007,85.03,82.03,65.21,74.82,789.5,795.3,43.98,46.64,55.71,58.51,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2008,81.88,78.75,62.52,70.99,789.5,795.3,40.45,45.09,54.11,56.65,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2009,87.21,84.75,68.38,75.38,789.5,795.3,39.05,44.05,53.16,55.57,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2010,93.37,89.05,72.43,78.85,789.5,795.3,39.34,44.89,49.89,50.48,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2011,92.52,86.59,72.63,76.23,789.5,795.3,36.47,40.31,49.13,49.54,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2012,95.34,91.0,75.9,80.42,789.5,795.3,35.0,39.19,49.95,50.84,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2013,94.69,89.4,75.02,79.23,789.5,795.3,34.73,36.88,49.92,49.77,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2014,99.58,93.22,78.33,82.95,789.5,795.3,36.27,38.87,51.36,51.69,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2015,92.5,85.98,72.36,77.08,788.21,795.3,33.26,35.54,51.87,53.39,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2016,91.05,79.75,69.7,76.78,789.5,795.3,33.3,36.59,50.27,50.9,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2017,91.31,76.86,69.16,76.23,789.5,795.3,28.86,32.43,49.38,50.22,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2018,90.14,77.48,67.37,76.21,789.5,795.3,28.54,31.7,51.94,54.24,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2019,88.27,73.84,64.47,71.26,789.5,795.3,30.7,33.57,52.53,55.2,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2020,91.57,76.88,66.25,72.61,789.5,795.3,31.27,35.12,51.72,53.77,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2021,91.94,76.04,66.41,71.42,789.5,795.3,27.19,32.81,52.48,54.35,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2022,93.29,76.41,66.88,71.95,789.5,795.3,26.58,31.95,51.52,52.85,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2023,84.32,68.38,60.64,65.2,789.5,795.3,27.46,33.98,51.56,53.25,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2024,86.78,71.84,62.38,67.1,789.5,795.3,27.51,34.05,51.22,52.92,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2025,92.58,77.37,66.31,71.01,789.5,795.3,30.75,38.11,51.69,53.41,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2026,95.94,80.46,68.3,73.93,789.5,795.3,29.11,36.6,51.62,52.92,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2027,96.65,79.63,68.14,73.27,789.5,795.3,29.19,35.04,51.61,52.9,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2028,96.48,79.8,69.08,72.39,789.5,795.3,27.92,32.87,52.47,53.96,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2029,92.45,76.57,65.81,69.83,789.5,795.3,29.91,36.12,54.07,55.49,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2030,91.24,78.09,66.3,69.23,789.5,795.3,31.52,36.26,55.03,57.24,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2031,94.18,80.27,70.14,71.09,789.5,795.3,28.55,35.09,55.93,58.02,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2032,91.2,76.88,67.93,69.78,789.5,795.3,30.08,36.15,56.9,60.34,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2033,89.54,75.89,67.84,70.58,789.5,795.3,32.18,37.26,56.64,59.68,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2034,93.55,82.31,72.16,73.52,789.5,795.3,35.38,39.71,59.14,63.61,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2035,92.93,82.22,72.67,71.7,789.5,795.3,34.18,38.7,58.36,62.68,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2036,91.86,80.13,69.24,68.85,789.5,795.3,36.77,42.15,59.5,65.25,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2037,94.76,82.84,73.98,72.66,789.5,795.3,33.69,40.09,59.43,65.22,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2038,101.6,89.75,79.06,77.04,789.5,795.3,32.39,38.03,60.23,67.07,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2039,97.77,86.33,76.07,73.46,789.5,795.3,35.16,40.06,60.56,67.35,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2040,96.19,86.01,74.11,72.22,789.5,795.3,31.08,35.41,58.78,64.67,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2041,95.59,86.59,74.3,71.68,789.5,795.3,28.02,32.89,57.51,61.98,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2042,98.34,87.03,77.2,72.24,789.5,795.3,29.28,34.53,57.31,61.53,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2043,96.97,90.33,76.7,73.66,762.91,785.84,31.92,37.61,58.1,62.3,TGT452 EXCEEDANCE; T451 CAUTION,NON-COMPLIANT — Report Required
Flight_16,2044,93.58,84.94,72.49,69.47,738.55,751.35,32.97,38.92,57.18,61.23,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2045,93.16,83.63,71.1,69.83,715.44,738.81,36.24,41.83,55.18,58.99,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2046,94.27,84.66,72.51,71.66,732.49,738.78,33.9,38.61,55.99,60.36,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2047,89.55,80.79,67.27,66.7,724.49,736.15,35.21,39.03,55.59,59.68,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2048,89.72,79.71,65.7,65.29,732.61,755.25,33.33,39.43,57.4,62.45,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2049,92.41,83.51,67.37,69.08,728.29,741.31,35.33,42.39,57.07,62.77,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2050,93.58,84.2,69.86,69.25,762.99,765.64,34.83,42.65,56.83,62.14,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2051,100.4,91.1,74.85,74.77,764.39,764.14,36.73,44.68,56.7,61.8,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2052,96.12,86.74,71.51,70.6,788.99,795.3,36.52,45.45,58.4,64.15,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2053,96.74,87.21,72.13,71.9,789.5,795.3,34.97,44.32,57.8,62.66,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2054,94.45,84.58,71.04,68.07,781.78,795.3,33.43,41.91,56.93,60.83,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2055,92.62,83.71,69.29,66.74,758.6,774.35,33.53,41.48,56.33,59.71,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2056,95.88,85.92,71.73,70.71,762.6,774.38,33.1,41.93,57.1,60.28,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2057,96.19,87.3,71.46,71.54,772.3,795.3,29.3,38.54,55.3,57.94,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2058,91.23,82.88,70.29,68.25,789.5,795.3,31.43,39.18,53.82,55.53,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2059,90.55,82.95,70.05,67.53,789.5,795.3,28.82,36.96,52.04,54.06,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2060,84.52,76.07,65.58,62.39,789.5,795.3,24.87,31.36,52.22,54.37,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2061,84.63,76.04,66.49,61.84,789.5,795.3,22.21,28.9,53.7,55.68,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2062,85.83,76.16,69.25,62.49,789.5,795.3,23.21,30.13,52.79,53.83,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2063,89.63,80.66,71.02,64.63,789.5,795.3,23.11,30.43,51.44,51.84,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2064,87.24,77.42,67.46,62.19,776.67,795.3,20.33,29.2,51.63,51.88,TGT452 EXCEEDANCE; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_16,2065,84.95,73.82,64.73,60.31,743.24,768.48,22.95,31.84,50.69,50.66,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2066,84.21,74.98,65.46,61.79,709.94,741.21,20.69,30.26,48.99,48.05,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2067,76.79,67.34,60.37,53.85,703.44,731.34,18.77,28.78,47.96,46.87,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2068,71.86,63.48,55.66,49.75,716.3,753.94,19.84,31.21,48.18,47.14,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2069,75.19,66.29,57.86,50.91,742.42,786.49,17.9,29.35,47.92,45.99,TGT452 EXCEEDANCE; T451 CAUTION,NON-COMPLIANT — Report Required
Flight_16,2070,77.01,64.59,58.37,51.57,741.85,775.95,14.33,24.81,49.77,48.42,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2071,82.35,70.13,63.33,54.73,754.39,781.51,18.93,30.11,50.95,49.82,TGT452 EXCEEDANCE; T451 CAUTION,NON-COMPLIANT — Report Required
Flight_16,2072,82.09,70.58,64.22,56.21,713.14,746.81,21.48,34.01,52.0,51.34,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2073,81.29,67.13,62.34,54.61,705.44,735.06,18.45,31.78,51.47,51.16,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2074,83.58,67.96,63.53,57.11,715.45,762.13,19.2,32.86,51.99,52.13,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2075,80.34,66.35,60.11,54.12,703.12,739.83,18.0,32.12,53.48,54.26,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2076,82.39,69.35,62.07,54.44,695.36,743.79,18.93,33.5,54.44,55.48,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2077,86.19,72.62,64.91,57.07,719.59,788.43,15.69,30.43,55.32,57.47,TGT452 EXCEEDANCE; T451 CAUTION,NON-COMPLIANT — Report Required
Flight_16,2078,87.87,74.7,67.23,59.61,709.92,773.53,14.34,29.05,55.2,56.56,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2079,88.51,76.26,68.21,62.62,719.81,771.47,8.76,22.89,56.3,58.21,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_16,2080,94.84,80.92,71.53,67.87,687.77,745.99,9.32,23.19,56.39,58.9,TGT452 CAUTION,REVIEW RECOMMENDED
Flight_16,2081,92.88,78.82,69.9,66.69,659.06,727.37,6.99,21.17,57.14,59.46,TGT452 CAUTION,REVIEW RECOMMENDED
Flight_16,2082,92.79,77.22,68.58,67.53,650.57,741.67,11.92,24.2,56.78,58.05,TGT452 CAUTION,REVIEW RECOMMENDED
Flight_16,2083,90.76,75.79,66.85,67.78,652.75,731.23,9.88,22.97,57.24,57.62,TGT452 CAUTION,REVIEW RECOMMENDED
Flight_16,2084,86.47,72.03,65.02,65.12,603.62,683.0,10.81,23.39,55.97,55.49,NORMAL,COMPLIANT
Flight_16,2085,81.65,66.46,60.48,61.4,607.88,691.58,12.3,25.77,55.05,53.6,NORMAL,COMPLIANT
Flight_16,2086,82.49,67.57,64.26,63.64,594.51,662.09,13.03,25.63,55.51,53.97,NORMAL,COMPLIANT
Flight_16,2087,79.01,64.81,59.0,59.57,616.67,698.47,13.92,27.12,55.74,53.18,NORMAL,COMPLIANT
Flight_16,2088,79.55,63.15,59.03,58.47,613.53,698.93,13.36,26.37,56.55,54.32,NORMAL,COMPLIANT
Flight_16,2089,83.63,67.69,63.74,63.17,587.47,667.96,14.2,27.26,57.12,55.44,NORMAL,COMPLIANT
Flight_16,2090,82.47,68.26,66.21,63.55,523.12,607.27,11.19,24.15,58.09,56.73,NORMAL,COMPLIANT
Flight_16,2091,82.31,71.41,68.72,63.44,497.79,595.75,9.47,23.59,56.93,56.18,NORMAL,COMPLIANT
Flight_16,2092,84.89,72.89,72.17,64.73,493.88,601.59,11.7,24.33,55.93,54.45,NORMAL,COMPLIANT
Flight_16,2093,84.34,74.64,71.21,64.44,497.23,598.28,13.67,25.22,57.5,56.3,NORMAL,COMPLIANT
Flight_16,2094,90.56,83.51,76.68,71.28,500.64,612.47,13.17,23.86,57.06,55.48,NORMAL,COMPLIANT
Flight_16,2095,91.51,83.24,76.79,69.81,442.39,538.85,14.16,24.96,55.64,53.98,NORMAL,COMPLIANT
Flight_16,2096,88.85,81.22,74.59,67.23,440.66,527.84,16.52,27.23,57.69,57.26,NORMAL,COMPLIANT
Flight_16,2097,87.38,78.83,72.64,66.63,417.54,517.28,13.86,24.61,58.54,59.06,NORMAL,COMPLIANT
Flight_16,2098,92.32,82.96,77.87,72.17,418.13,517.98,15.87,26.94,58.07,58.73,NORMAL,COMPLIANT
Flight_16,2099,83.42,74.79,70.4,66.08,435.72,539.49,16.97,26.85,59.66,60.92,NORMAL,COMPLIANT
Flight_16,2100,83.03,72.95,70.94,64.46,421.29,524.06,19.86,28.96,59.15,60.51,NORMAL,COMPLIANT
Flight_16,2101,86.03,73.95,71.93,67.28,457.82,569.14,18.01,27.2,58.4,58.6,NORMAL,COMPLIANT
Flight_16,2102,81.85,69.51,67.69,63.0,443.43,563.32,16.56,26.01,56.73,55.75,NORMAL,COMPLIANT
Flight_16,2103,79.3,66.76,63.75,58.44,449.03,583.87,17.92,28.2,57.96,56.86,NORMAL,COMPLIANT
Flight_16,2104,75.26,62.83,59.23,54.29,454.07,585.28,14.2,24.44,57.87,56.59,NORMAL,COMPLIANT
Flight_16,2105,76.55,62.31,59.58,55.99,460.16,586.84,15.33,24.75,58.93,57.7,NORMAL,COMPLIANT
Flight_16,2106,71.91,57.87,54.17,52.27,432.42,548.13,11.42,19.28,57.26,54.58,NORMAL,COMPLIANT
Flight_16,2107,67.78,55.11,51.51,48.89,418.79,516.03,14.99,22.55,58.12,55.63,NORMAL,COMPLIANT
Flight_16,2108,71.53,58.32,54.25,52.61,397.76,486.66,18.97,27.41,58.33,55.89,NORMAL,COMPLIANT
Flight_16,2109,71.57,60.33,54.86,53.1,374.45,465.9,20.69,27.78,58.68,55.72,NORMAL,COMPLIANT
Flight_16,2110,70.04,60.03,53.89,50.94,385.21,475.42,22.61,28.38,57.62,53.79,NORMAL,COMPLIANT
Flight_16,2111,76.87,64.44,58.33,54.18,442.55,545.02,23.03,28.31,59.89,57.59,NORMAL,COMPLIANT
Flight_16,2112,77.48,65.16,59.79,55.79,421.4,536.0,24.89,30.9,60.83,59.17,NORMAL,COMPLIANT
Flight_16,2113,76.16,62.92,58.56,56.02,395.57,511.04,20.31,25.37,58.24,55.25,NORMAL,COMPLIANT
Flight_16,2114,73.75,60.73,56.7,55.33,401.47,511.52,18.23,23.38,57.31,53.63,NORMAL,COMPLIANT
Flight_16,2115,77.9,64.73,60.94,57.92,400.68,511.09,17.56,23.36,57.58,54.46,NORMAL,COMPLIANT
Flight_16,2116,76.1,62.11,59.29,56.94,406.19,536.67,20.16,25.9,58.05,55.48,NORMAL,COMPLIANT
Flight_16,2117,73.59,59.86,56.36,54.31,411.06,540.26,22.56,27.63,58.91,57.61,NORMAL,COMPLIANT
Flight_16,2118,70.5,56.85,55.47,50.91,441.7,576.26,22.28,29.95,57.49,56.12,NORMAL,COMPLIANT
Flight_16,2119,72.59,60.26,59.59,55.05,482.86,599.91,28.24,33.42,61.44,62.0,NORMAL,COMPLIANT
Flight_16,2120,68.46,56.76,56.66,51.39,517.95,646.85,31.31,36.83,61.94,64.03,NORMAL,COMPLIANT
Flight_16,2121,68.61,57.34,57.74,51.6,508.28,633.83,31.97,39.07,63.44,66.16,NORMAL,COMPLIANT
Flight_16,2122,65.11,55.84,54.7,51.81,512.61,636.44,33.03,39.84,64.07,67.31,NORMAL,COMPLIANT
Flight_16,2123,59.44,50.39,52.92,48.63,477.3,593.98,32.64,39.44,63.6,66.96,NORMAL,COMPLIANT
Flight_16,2124,59.8,50.67,53.45,48.47,458.4,566.87,34.82,39.89,64.56,68.34,NORMAL,COMPLIANT
Flight_16,2125,58.5,47.36,51.39,46.57,442.15,535.83,32.64,39.17,61.96,64.95,NORMAL,COMPLIANT
Flight_16,2126,54.37,39.98,47.91,41.62,464.61,552.41,31.19,36.98,61.52,63.44,NORMAL,COMPLIANT
Flight_16,2127,54.05,41.35,47.3,41.84,457.13,549.58,29.96,36.03,58.33,58.38,NORMAL,COMPLIANT
Flight_16,2128,53.3,41.15,45.71,40.98,454.5,539.79,29.63,34.56,57.83,56.95,NORMAL,COMPLIANT
